,Unnamed: 0,datetime,open,high,low,close,volume,mfi,f,signals,trade_type
32,32,2019-09-16 12:00:00,10282.03,10282.03,10080.7,10144.73,5276.086,59.33459533697936,0,0,
33,33,2019-09-16 18:00:00,10144.35,10329.38,10115.7,10249.27,5174.478,59.8633266761931,0,0,
34,34,2019-09-17 00:00:00,10257.3,10261.36,10165.0,10195.82,5551.441,58.860016273589316,0,0,
35,35,2019-09-17 06:00:00,10194.31,10214.3,10136.77,10163.0,5649.145,54.012419472138944,0,0,
36,36,2019-09-17 12:00:00,10162.7,10262.49,10151.62,10252.14,5770.48,54.85678094900831,0,0,
37,37,2019-09-17 18:00:00,10251.56,10270.63,10171.37,10186.52,5548.541,50.154923729519275,0,0,
38,38,2019-09-18 00:00:00,10183.87,10256.65,10183.87,10198.72,5329.722,54.775887139241505,0,0,
39,39,2019-09-18 06:00:00,10197.7,10216.0,10150.0,10156.12,4932.777,54.905460981632025,0,0,
40,40,2019-09-18 12:00:00,10156.7,10210.0,10097.92,10187.83,5909.743,54.52234943096214,0,0,
41,41,2019-09-18 18:00:00,10186.17,10212.25,10143.0,10155.16,4660.653,54.47948668649214,0,0,
42,42,2019-09-19 00:00:00,10154.7,10185.55,9530.02,9893.16,6704.425,49.16195170254781,0,0,
43,43,2019-09-19 06:00:00,9893.02,9895.37,9820.0,9856.5,5704.282,44.2892650796677,0,0,
44,44,2019-09-19 12:00:00,9856.5,10109.51,9845.11,10018.92,6501.632,44.438325631582785,0,0,
45,45,2019-09-19 18:00:00,10018.69,10331.62,10005.07,10245.3,7318.415,45.544611315705296,0,0,
46,46,2019-09-20 00:00:00,10247.7,10279.3,10154.7,10161.05,6135.144,50.67670450577453,0,0,
47,47,2019-09-20 06:00:00,10161.66,10191.4,10121.3,10173.72,5256.566,46.2166276033038,0,0,
48,48,2019-09-20 12:00:00,10172.45,10236.19,10070.5,10122.21,6182.687,40.95760137828003,0,0,
49,49,2019-09-20 18:00:00,10122.22,10187.2,10070.67,10166.35,5691.513,40.777130245958666,0,0,
50,50,2019-09-21 00:00:00,10166.56,10175.3,10080.52,10097.51,5670.492,36.081465152237534,0,0,
51,51,2019-09-21 06:00:00,10098.01,10104.76,9963.02,10046.6,6633.113,35.52257589986749,0,0,
52,52,2019-09-21 12:00:00,10046.6,10067.0,9912.63,9976.82,5775.944,35.40095472026819,0,0,
53,53,2019-09-21 18:00:00,9975.26,10023.56,9943.05,9983.33,5562.838,30.826427945623806,0,0,
54,54,2019-09-22 00:00:00,9992.7,10001.98,9857.0,9937.43,6518.938,30.61628871489704,0,0,
55,55,2019-09-22 06:00:00,9937.25,10089.52,9918.01,10001.83,5589.06,35.378657146299304,0,0,
56,56,2019-09-22 12:00:00,10000.53,10057.43,9932.01,9992.5,5903.156,30.396153248958683,0,0,
57,57,2019-09-22 18:00:00,9994.08,10073.46,9949.2,10023.04,5905.2,35.31711320250214,0,0,
58,58,2019-09-23 00:00:00,10027.69,10046.91,9939.58,9955.18,6358.083,30.49719600306092,0,0,
59,59,2019-09-23 06:00:00,9954.77,9968.49,9878.51,9915.09,5676.585,30.341626811037273,0,0,
60,60,2019-09-23 12:00:00,9914.11,9951.05,9708.91,9790.0,10248.368,29.351569770689053,0,0,
61,61,2019-09-23 18:00:00,9789.31,9844.73,9620.0,9701.96,9644.026,24.616726068829124,0,0,
62,62,2019-09-24 00:00:00,9701.1,9792.83,9603.5,9762.69,5428.992,24.875462380786416,0,0,
63,63,2019-09-24 06:00:00,9763.71,9791.07,9680.27,9726.09,5441.87,29.103707597818882,0,0,
64,64,2019-09-24 12:00:00,9725.67,9729.07,9408.47,9482.74,18876.859,22.004223521406303,-1,-1,short
65,65,2019-09-24 18:00:00,8683.2,8689.49,8645.61,8645.61,10.814,17.56904894005632,-1,0,
66,66,2019-09-25 00:00:00,8493.32,8725.24,8416.06,8491.3,12030.486,12.42100568563258,-1,0,
67,67,2019-09-25 06:00:00,8491.25,8546.73,8200.0,8327.38,11557.082,12.036791882377543,-1,0,
68,68,2019-09-25 12:00:00,8324.27,8460.0,8223.71,8371.16,13516.978,11.619102483145127,-1,0,
69,69,2019-09-25 18:00:00,8367.73,8628.44,8305.77,8430.07,11117.556,17.676066878473804,-1,0,
70,70,2019-09-26 00:00:00,8428.15,8443.55,8316.61,8387.45,5751.633,17.785972129425105,-1,0,
71,71,2019-09-26 06:00:00,8388.69,8464.4,8363.0,8387.08,5168.508,21.065794713557793,-1,0,
72,72,2019-09-26 12:00:00,8387.0,8438.88,7700.67,7921.0,36155.366,18.15692427999332,-1,0,
73,73,2019-09-26 18:00:00,7921.66,8160.5,7904.99,8060.15,12990.438,23.678098485484654,-1,0,
74,74,2019-09-27 00:00:00,8061.98,8093.21,7940.37,7977.83,6464.259,23.85736312368917,-1,0,
75,75,2019-09-27 06:00:00,7977.82,8128.78,7951.37,7988.08,8489.091,24.394100937553077,0,1,close
76,76,2019-09-27 12:00:00,7984.71,8097.0,7851.94,8028.53,15440.159,23.518682464538742,-1,-1,short
77,77,2019-09-27 18:00:00,8031.11,8260.0,7980.0,8176.52,9641.144,24.333430392932613,0,1,close
78,78,2019-09-28 00:00:00,8178.26,8211.21,8120.02,8153.79,4389.563,26.715167065042664,0,0,
79,79,2019-09-28 06:00:00,8153.73,8243.54,8124.03,8133.23,5569.78,29.439803362062605,0,0,
80,80,2019-09-28 12:00:00,8132.68,8163.55,8001.14,8143.03,10086.885,29.756103024577598,0,0,
81,81,2019-09-28 18:00:00,8144.42,8311.0,8057.35,8195.38,13774.691,35.78851574157946,0,0,
82,82,2019-09-29 00:00:00,8199.0,8226.35,8096.44,8117.61,6118.483,35.847499864123236,0,0,
83,83,2019-09-29 06:00:00,8117.42,8120.27,8031.34,8073.12,6645.598,32.84717952645475,0,0,
84,84,2019-09-29 12:00:00,8072.89,8078.05,7888.98,7992.37,11945.356,34.4942072159501,0,0,
85,85,2019-09-29 18:00:00,7991.3,8127.06,7918.75,8041.96,11256.619,37.823670483806985,0,0,
86,86,2019-09-30 00:00:00,8042.08,8054.82,7709.01,7799.25,15427.518,37.436879617196446,0,0,
87,87,2019-09-30 06:00:00,7795.74,8094.48,7738.33,8034.78,16319.243,43.848740160422786,0,0,
88,88,2019-09-30 12:00:00,8033.48,8331.89,7982.08,8219.25,16771.306,50.66849779779897,0,0,
89,89,2019-09-30 18:00:00,8219.42,8298.39,8162.0,8285.84,5894.453,49.4316229402469,0,0,
90,90,2019-10-01 00:00:00,8285.31,8499.0,8171.0,8417.24,8582.164,52.7112481873066,0,0,
91,91,2019-10-01 06:00:00,8417.04,8418.74,8285.0,8353.0,7798.079,49.75301315033838,0,0,
92,92,2019-10-01 12:00:00,8350.14,8494.49,8227.36,8271.02,15261.379,54.540665740550594,0,0,
93,93,2019-10-01 18:00:00,8271.02,8396.56,8225.03,8290.0,7571.182,49.585895708307255,0,0,
94,94,2019-10-02 00:00:00,8290.0,8325.4,8149.35,8158.92,7593.581,49.26906518668126,0,0,
95,95,2019-10-02 06:00:00,8159.97,8274.5,8159.97,8255.57,5660.523,48.60323588600397,0,0,
96,96,2019-10-02 12:00:00,8256.32,8280.0,8177.29,8225.28,9401.244,50.007937375874974,0,0,
97,97,2019-10-02 18:00:00,8225.18,8365.92,8209.18,8352.14,7673.831,49.542320193847694,0,0,
98,98,2019-10-03 00:00:00,8353.4,8386.0,8279.1,8279.6,5718.487,49.91418855454924,0,0,
99,99,2019-10-03 06:00:00,8279.1,8296.75,8184.91,8215.26,7047.633,46.686574742226846,0,0,
100,100,2019-10-03 12:00:00,8215.49,8243.0,8020.0,8144.61,11653.809,46.30861778470042,0,0,
101,101,2019-10-03 18:00:00,8144.61,8274.59,8086.0,8220.27,9010.301,44.98240362164918,0,0,
102,102,2019-10-04 00:00:00,8219.95,8227.42,7979.95,8086.76,11512.666,43.77822825040851,0,0,
103,103,2019-10-04 06:00:00,8090.46,8170.0,8080.81,8145.01,4611.59,46.556499708816375,0,0,
104,104,2019-10-04 12:00:00,8146.18,8199.5,8117.04,8158.31,6491.603,51.21195675978067,0,0,
105,105,2019-10-04 18:00:00,8159.39,8208.88,8124.76,8130.56,5805.252,46.71291227508423,0,0,
106,106,2019-10-05 00:00:00,8130.0,8144.44,8089.5,8112.5,7299.187,48.698611722374146,0,0,
107,107,2019-10-05 06:00:00,8112.5,8132.12,8066.0,8077.76,6614.077,41.986923453946986,0,0,
108,108,2019-10-05 12:00:00,8077.75,8095.87,8010.0,8035.05,8931.87,33.64428318009551,0,0,
109,109,2019-10-05 18:00:00,8034.81,8175.0,8034.14,8122.14,7416.872,34.22094699602742,0,0,
110,110,2019-10-06 00:00:00,8122.01,8148.43,8009.0,8048.03,9879.554,28.6411418005366,0,0,
111,111,2019-10-06 06:00:00,8049.71,8057.82,7859.03,7937.72,11322.714,28.116663622921607,0,0,
112,112,2019-10-06 12:00:00,7935.35,8045.51,7861.0,7970.0,9377.008,34.95466303586542,0,0,
113,113,2019-10-06 18:00:00,7970.0,7987.03,7760.0,7852.79,11329.763,34.26644317958237,0,0,
114,114,2019-10-07 00:00:00,7851.01,7900.95,7764.42,7833.68,13332.461,33.21824796671427,0,0,
115,115,2019-10-07 06:00:00,7833.68,8225.0,7796.54,7975.99,16044.321,36.96444007918488,0,0,
116,116,2019-10-07 12:00:00,7975.51,8330.0,7975.2,8270.01,22314.898,46.166730473281426,0,0,
117,117,2019-10-07 18:00:00,8264.61,8307.22,8175.0,8186.88,11068.619,47.08945031300807,0,0,
118,118,2019-10-08 00:00:00,8188.55,8322.01,8188.04,8244.54,11900.156,48.72265250970969,0,0,
119,119,2019-10-08 06:00:00,8244.55,8257.45,8132.27,8177.48,11605.643,47.647564625448,0,0,
120,120,2019-10-08 12:00:00,8176.64,8242.52,8132.0,8171.89,11521.824,47.66292599526184,0,0,
121,121,2019-10-08 18:00:00,8171.83,8206.0,8103.88,8167.62,9687.542,43.12714205943643,0,0,
122,122,2019-10-09 00:00:00,8168.33,8198.0,8113.0,8145.26,9304.651,43.57724153446451,0,0,
123,123,2019-10-09 06:00:00,8145.8,8236.15,8132.33,8183.32,10295.089,45.11824363173793,0,0,
124,124,2019-10-09 12:00:00,8183.32,8700.0,8159.77,8614.85,31486.605,51.22710743515773,0,0,
125,125,2019-10-09 18:00:00,8612.82,8665.0,8518.32,8559.77,14367.298,55.441556958103334,0,0,
126,126,2019-10-10 00:00:00,8559.77,8589.21,8495.7,8547.66,8758.976,55.012872470757756,0,0,
127,127,2019-10-10 06:00:00,8547.72,8640.89,8465.84,8524.63,13097.808,53.465858917093946,0,0,
128,128,2019-10-10 12:00:00,8524.66,8570.18,8419.34,8488.25,12660.527,52.56339120949492,0,0,
129,129,2019-10-10 18:00:00,8488.25,8587.24,8482.48,8556.02,9768.357,53.080756240758234,0,0,
130,130,2019-10-11 00:00:00,8557.0,8788.0,8332.6,8436.68,27858.712,49.431617876981264,0,0,
131,131,2019-10-11 06:00:00,8439.83,8439.83,8280.0,8295.88,18252.981,48.126588990333744,0,0,
132,132,2019-10-11 12:00:00,8295.74,8369.99,8268.51,8337.06,13179.96,44.29727458749641,0,0,
133,133,2019-10-11 18:00:00,8336.98,8354.99,8210.0,8255.58,9866.311,44.43667662747761,0,0,
134,134,2019-10-12 00:00:00,8255.54,8349.9,8248.34,8328.8,8336.902,48.05338552549588,0,0,
135,135,2019-10-12 06:00:00,8328.0,8366.79,8289.26,8319.75,9122.43,46.86741641970523,0,0,
136,136,2019-10-12 12:00:00,8319.74,8397.45,8304.7,8323.05,10990.492,44.670625032205194,0,0,
137,137,2019-10-12 18:00:00,8323.23,8343.65,8290.5,8300.22,9311.69,40.7928130284961,0,0,
138,138,2019-10-13 00:00:00,8300.31,8360.0,8277.32,8323.13,8057.828,39.938531893885326,0,0,
139,139,2019-10-13 06:00:00,8323.13,8378.19,8307.2,8345.14,6856.804,43.34782174373312,0,0,
140,140,2019-10-13 12:00:00,8345.14,8456.0,8342.55,8421.99,12883.862,48.13539153714302,0,0,
141,141,2019-10-13 18:00:00,8421.63,8432.98,8137.3,8274.66,16022.419,46.95560001672286,0,0,
142,142,2019-10-14 00:00:00,8274.33,8321.65,8243.87,8308.13,8104.521,50.224071268289904,0,0,
143,143,2019-10-14 06:00:00,8308.04,8329.38,8276.01,8279.61,8794.952,49.9647393092528,0,0,
144,144,2019-10-14 12:00:00,8277.61,8381.77,8205.02,8325.48,27578.999,49.064092341487765,0,0,
145,145,2019-10-14 18:00:00,8325.9,8372.47,8251.16,8346.05,17521.349,49.59749803900706,0,0,
146,146,2019-10-15 00:00:00,8346.31,8408.62,8302.0,8324.01,9724.212,53.21036656298383,0,0,
147,147,2019-10-15 06:00:00,8324.24,8338.45,8258.33,8294.5,17359.624,52.43028016935061,0,0,
148,148,2019-10-15 12:00:00,8294.23,8378.51,8080.0,8170.91,44608.084,46.89465305229621,0,0,
149,149,2019-10-15 18:00:00,8165.92,8182.05,8131.03,8160.01,14554.829,42.87180242527488,0,0,
150,150,2019-10-16 00:00:00,8160.55,8184.0,8140.0,8172.15,10635.534,49.35377333837935,0,0,
151,151,2019-10-16 06:00:00,8171.73,8177.02,8010.64,8060.33,20894.297,49.003776262256615,0,0,
152,152,2019-10-16 12:00:00,8060.33,8060.33,7900.24,7976.87,25788.251,47.08105975594499,0,0,
153,153,2019-10-16 18:00:00,7977.15,8020.38,7925.89,7992.21,13116.37,50.87805437313592,0,0,
154,154,2019-10-17 00:00:00,7994.76,7998.14,7930.0,7978.17,13973.592,47.2694582638578,0,0,
155,155,2019-10-17 06:00:00,7977.44,8119.0,7954.6,8066.01,19583.725,48.928556223726765,0,0,
156,156,2019-10-17 12:00:00,8066.01,8124.63,8015.23,8083.71,14767.274,49.465326082603994,0,0,
157,157,2019-10-17 18:00:00,8084.1,8089.0,8036.93,8069.2,10030.011,49.39941112233096,0,0,
158,158,2019-10-18 00:00:00,8069.41,8117.3,7821.01,7908.64,19201.296,45.36716618612602,0,0,
159,159,2019-10-18 06:00:00,7909.07,7937.66,7812.0,7921.6,19007.278,41.82594334647132,0,0,
160,160,2019-10-18 12:00:00,7920.65,7970.63,7880.1,7938.8,17216.035,42.40534230106692,0,0,
161,161,2019-10-18 18:00:00,7938.14,7984.0,7915.25,7943.94,19826.743,47.55134729840829,0,0,
162,162,2019-10-19 00:00:00,7945.57,7957.0,7892.85,7933.02,15327.62,44.35616417145064,0,0,
163,163,2019-10-19 06:00:00,7933.31,8011.0,7915.36,7943.74,14920.283,45.217257965643064,0,0,
164,164,2019-10-19 12:00:00,7943.74,8108.54,7852.12,7997.66,29669.445,45.36367808629585,0,0,
165,165,2019-10-19 18:00:00,7995.93,7998.0,7883.14,7947.13,18107.047,40.472765355999556,0,0,
166,166,2019-10-20 00:00:00,7947.78,7951.57,7871.17,7912.53,19421.45,36.832772925555254,0,0,
167,167,2019-10-20 06:00:00,7913.02,7980.0,7890.0,7942.39,14656.373,41.039647533799005,0,0,
168,168,2019-10-20 12:00:00,7942.39,8159.0,7937.15,8133.0,22593.293,50.17112036517023,0,0,
169,169,2019-10-20 18:00:00,8133.0,8300.5,8108.26,8218.23,21992.799,55.352507427335254,0,0,
170,170,2019-10-21 00:00:00,8218.23,8255.1,8178.0,8227.14,10292.4,55.31784354565728,0,0,
171,171,2019-10-21 06:00:00,8226.46,8284.38,8190.0,8231.89,15262.459,60.58397283368806,0,0,
172,172,2019-10-21 12:00:00,8231.89,8334.57,8150.0,8189.43,21017.301,61.29408334792309,0,0,
173,173,2019-10-21 18:00:00,8190.0,8234.5,8151.99,8201.74,13356.356,57.46784189867336,0,0,
174,174,2019-10-22 00:00:00,8201.0,8220.0,8164.78,8209.05,14578.949,61.53885285783079,0,0,
175,175,2019-10-22 06:00:00,8208.13,8283.69,8188.74,8276.18,16033.16,61.190530492636,0,0,
176,176,2019-10-22 12:00:00,8275.04,8290.0,8165.0,8204.69,18628.21,56.242989523379386,0,0,
177,177,2019-10-22 18:00:00,8204.69,8206.77,8000.0,8020.89,20266.561,54.64414395228652,0,0,
178,178,2019-10-23 00:00:00,8020.68,8047.78,7917.11,7954.51,16604.924,55.026574739316885,0,0,
179,179,2019-10-23 06:00:00,7954.78,8017.5,7940.43,7964.7,12585.167,59.518417293845914,0,0,
180,180,2019-10-23 12:00:00,7965.67,7965.78,7172.76,7488.87,59996.38,49.239943270413946,0,0,
181,181,2019-10-23 18:00:00,7488.98,7532.0,7387.66,7465.0,19297.668,44.441427256582685,0,0,
182,182,2019-10-24 00:00:00,7465.18,7494.08,7394.74,7410.47,15574.765,44.52274110764483,0,0,
183,183,2019-10-24 06:00:00,7409.83,7468.0,7337.44,7419.0,20558.65,40.309102686233736,0,0,
184,184,2019-10-24 12:00:00,7419.01,7495.81,7408.09,7431.54,19405.066,38.51692512887745,0,0,
185,185,2019-10-24 18:00:00,7431.69,7468.27,7409.0,7411.35,11181.053,39.291960492448396,0,0,
186,186,2019-10-25 00:00:00,7410.07,7456.63,7359.0,7441.92,13262.548,40.02455998035916,0,0,
187,187,2019-10-25 06:00:00,7442.0,7638.51,7435.93,7575.06,18247.19,40.45507767129807,0,0,
188,188,2019-10-25 12:00:00,7574.65,8800.0,7573.62,8486.07,87368.231,49.59779954922865,0,0,
189,189,2019-10-25 18:00:00,8486.07,8703.62,8445.0,8650.0,46240.957,52.52069029323136,0,0,
190,190,2019-10-26 00:00:00,8650.0,10408.48,8626.89,9598.52,116246.846,62.725123140288375,0,0,
191,191,2019-10-26 06:00:00,9598.58,9642.18,8951.62,9230.04,50993.399,56.0108333548794,0,0,
192,192,2019-10-26 12:00:00,9230.03,9450.0,9034.57,9134.89,51496.653,52.89620366991054,0,0,
193,193,2019-10-26 18:00:00,9136.42,9300.73,8873.98,9232.22,29424.263,51.38481318460857,0,0,
194,194,2019-10-27 00:00:00,9234.75,9385.0,9066.07,9185.97,15287.23,51.569912672844,0,0,
195,195,2019-10-27 06:00:00,9186.84,9666.0,9136.94,9283.98,36597.942,53.32402973023476,0,0,
196,196,2019-10-27 12:00:00,9284.77,9803.83,9215.0,9664.52,67375.312,59.393345178789204,0,0,
197,197,2019-10-27 18:00:00,9664.56,9797.02,9430.0,9533.32,44283.535,63.502935086571846,0,0,
198,198,2019-10-28 00:00:00,9534.37,9930.13,9531.99,9621.7,46876.95,67.13450318361132,0,0,
199,199,2019-10-28 06:00:00,9621.7,9622.3,9282.12,9425.0,38679.761,63.24211678663383,0,0,
200,200,2019-10-28 12:00:00,9423.11,9437.94,9254.47,9370.86,33785.165,64.47327107691152,0,0,
201,201,2019-10-28 18:00:00,9369.99,9494.0,9156.03,9217.36,36258.099,62.74753091454545,0,0,
202,202,2019-10-29 00:00:00,9215.78,9569.1,9200.0,9399.28,28834.134,65.1053187583365,0,0,
203,203,2019-10-29 06:00:00,9399.28,9499.99,9356.7,9444.65,28052.037,67.66862097977881,0,0,
204,204,2019-10-29 12:00:00,9442.78,9475.0,9269.0,9332.5,32222.251,64.38105508146842,0,0,
205,205,2019-10-29 18:00:00,9332.11,9492.86,9070.0,9415.02,35594.592,62.346809992768144,0,0,
206,206,2019-10-30 00:00:00,9415.02,9418.65,9162.26,9207.6,29340.396,61.004040570987726,0,0,
207,207,2019-10-30 06:00:00,9207.62,9260.0,9005.41,9108.87,23475.969,58.73495829487236,0,0,
208,208,2019-10-30 12:00:00,9108.88,9181.0,8975.72,9121.4,29734.946,52.771820628903015,0,0,
209,209,2019-10-30 18:00:00,9122.4,9240.0,9111.0,9165.3,15913.547,51.17010746777022,0,0,
210,210,2019-10-31 00:00:00,9163.4,9216.0,9065.0,9174.85,14275.63,41.72283436184196,0,0,
211,211,2019-10-31 06:00:00,9176.0,9214.64,8933.0,9121.0,24669.294,43.398222040216645,0,0,
212,212,2019-10-31 12:00:00,9122.0,9438.64,9119.11,9252.85,35686.388,49.89362102557605,0,0,
213,213,2019-10-31 18:00:00,9254.3,9265.13,9011.0,9150.0,24204.732,50.288658372410126,0,0,
214,214,2019-11-01 00:00:00,9149.88,9155.0,9051.0,9091.07,11474.771,48.23528288271993,0,0,
215,215,2019-11-01 06:00:00,9090.99,9280.0,9081.01,9166.17,22882.38,47.05800152749103,0,0,
216,216,2019-11-01 12:00:00,9166.17,9258.32,9050.27,9159.61,32209.087,38.309427663229144,0,0,
217,217,2019-11-01 18:00:00,9160.3,9270.0,9145.47,9231.01,20690.711,35.56178951679996,0,0,
218,218,2019-11-02 00:00:00,9231.7,9267.83,9194.98,9218.5,11748.812,31.01538150476418,0,0,
219,219,2019-11-02 06:00:00,9218.5,9249.0,9195.01,9239.99,9394.403,34.7569853273767,0,0,
220,220,2019-11-02 12:00:00,9239.91,9375.0,9204.0,9288.02,24536.033,40.454359998125895,0,0,
221,221,2019-11-02 18:00:00,9288.02,9315.0,9266.0,9287.8,10922.807,45.02535043207295,0,0,
222,222,2019-11-03 00:00:00,9288.96,9366.69,9223.53,9265.0,16397.153,39.829848612334345,0,0,
223,223,2019-11-03 06:00:00,9264.99,9290.0,9107.43,9160.31,21654.189,34.039781369015074,0,0,
224,224,2019-11-03 12:00:00,9160.31,9193.0,9105.0,9161.0,17837.333,35.22256387071995,0,0,
225,225,2019-11-03 18:00:00,9161.93,9240.0,9073.0,9197.88,19724.047,41.33607442873011,0,0,
226,226,2019-11-04 00:00:00,9197.86,9211.0,9126.01,9146.7,10336.126,43.340461223282375,0,0,
227,227,2019-11-04 06:00:00,9146.68,9268.0,9143.53,9259.38,17131.694,48.41232203615674,0,0,
228,228,2019-11-04 12:00:00,9259.38,9323.76,9231.3,9309.96,21416.347,55.038072794658135,0,0,
229,229,2019-11-04 18:00:00,9309.97,9550.0,9245.7,9395.46,41549.19,57.95472439909635,0,0,
230,230,2019-11-05 00:00:00,9395.47,9457.13,9360.0,9388.91,17771.201,61.7907381153244,0,0,
231,231,2019-11-05 06:00:00,9387.8,9388.58,9164.33,9292.69,33992.238,60.343242369583,0,0,
232,232,2019-11-05 12:00:00,9292.22,9393.03,9221.0,9343.99,40248.327,60.78871827680744,0,0,
233,233,2019-11-05 18:00:00,9343.99,9421.24,9294.0,9313.2,21726.46,66.24718105324571,0,0,
234,234,2019-11-06 00:00:00,9313.1,9354.52,9272.0,9337.45,15381.416,65.5955547059043,0,0,
235,235,2019-11-06 06:00:00,9337.5,9450.0,9317.0,9380.01,25135.733,65.818768414348,0,0,
236,236,2019-11-06 12:00:00,9380.01,9398.0,9259.48,9301.52,19954.169,67.66759706067936,0,0,
237,237,2019-11-06 18:00:00,9301.57,9369.0,9277.09,9343.6,13296.593,67.1025133522305,0,0,
238,238,2019-11-07 00:00:00,9344.29,9381.93,9265.0,9310.7,16499.631,63.502863124688076,0,0,
239,239,2019-11-07 06:00:00,9310.66,9311.6,9163.89,9206.51,25459.835,58.98827475279679,0,0,
240,240,2019-11-07 12:00:00,9206.49,9243.0,9130.0,9203.81,18239.399,54.11202333132909,0,0,
241,241,2019-11-07 18:00:00,9203.81,9269.0,9091.2,9219.64,17190.704,54.760729440768515,0,0,
242,242,2019-11-08 00:00:00,9221.63,9259.3,9180.0,9209.15,14641.671,58.3853652953827,0,0,
243,243,2019-11-08 06:00:00,9209.43,9214.0,8938.81,9033.3,38262.676,56.29669127470793,0,0,
244,244,2019-11-08 12:00:00,9033.39,9040.92,8669.85,8774.13,74334.077,50.29623457756717,0,0,
245,245,2019-11-08 18:00:00,8775.69,8899.85,8765.63,8775.03,24612.736,46.02681053770289,0,0,
246,246,2019-11-09 00:00:00,8775.6,8841.66,8730.0,8824.61,15182.768,45.645895347537135,0,0,
247,247,2019-11-09 06:00:00,8824.28,8878.0,8810.0,8820.75,14641.943,45.31269819377202,0,0,
248,248,2019-11-09 12:00:00,8820.68,8873.28,8727.0,8777.58,25708.492,40.81747009263934,0,0,
249,249,2019-11-09 18:00:00,8777.82,8831.92,8759.87,8811.15,11313.189,36.91191354603604,0,0,
250,250,2019-11-10 00:00:00,8811.3,8865.86,8760.0,8856.79,13943.6,36.275827380179344,0,0,
251,251,2019-11-10 06:00:00,8856.79,8889.02,8816.1,8832.35,14792.259,41.00984317159857,0,0,
